densities_total,densities_s1,densities_s2
0.28171428571428625,0.0,0.28171428571428625
0.15257142857142839,0.0,0.15257142857142839
0.03285714285714287,0.0,0.03285714285714287
0.07228571428571413,0.0,0.07228571428571413
0.06942857142857135,0.0,0.06942857142857135
0.09971428571428573,0.0,0.09971428571428573
0.09599999999999988,0.0,0.09599999999999988
0.17885714285714235,0.0,0.17885714285714235
0.1320000000000007,0.0,0.1320000000000007
0.1654285714285719,0.0,0.1654285714285719
0.09000000000000001,0.0,0.09000000000000001
0.19714285714285706,0.0,0.19714285714285706
0.21342857142857158,0.0,0.21342857142857158
0.2894285714285715,0.0,0.2894285714285715
0.3171428571428576,0.0,0.3171428571428576
0.4645714285714306,0.0,0.4645714285714306
0.7974285714285744,0.0,0.7974285714285744
0.598,0.0,0.598
0.650285714285713,0.0,0.650285714285713
0.4262857142857152,0.0,0.4262857142857152
0.43485714285714233,0.0,0.43485714285714233
0.5611428571428582,0.0,0.5611428571428582
2.664285714285717,0.0,2.664285714285717
55.91200000000001,0.025428571428571536,55.88657142857144
136.73628571428597,0.19257142857142873,136.54371428571454
139.91142857142825,3.265714285714283,136.64571428571395
111.34000000000016,27.735428571428546,83.60457142857162
72.09342857142856,55.718,16.375428571428557
60.137142857142955,56.52885714285724,3.6082857142857105
58.89457142857132,55.464571428571524,3.4299999999997945
55.725714285714304,52.86428571428567,2.8614285714286303
53.51057142857145,51.78485714285707,1.7257142857143806
48.85257142857132,46.528285714285786,2.3242857142855367
45.53057142857139,43.436571428571256,2.0940000000001344
41.994000000000014,40.230571428571544,1.7634285714284679
32.06085714285711,30.985142857142854,1.0757142857142559
17.371428571428503,16.971714285714267,0.39971428571423484
6.587142857142851,6.3831428571428575,0.20399999999999321
2.713142857142858,2.5457142857142854,0.16742857142857268
1.1319999999999983,1.0531428571428558,0.07885714285714257
0.17457142857142866,0.14514285714285718,0.02942857142857147
0.1274285714285716,0.001999999999999999,0.1254285714285716
0.20514285714285724,0.0,0.20514285714285724
0.16885714285714232,0.0,0.16885714285714232
0.11314285714285674,0.0,0.11314285714285674
0.15628571428571397,0.0,0.15628571428571397
0.1594285714285713,0.0,0.1594285714285713
0.07485714285714286,0.0,0.07485714285714286
0.049714285714285725,0.0,0.049714285714285725
0.011428571428571442,0.0,0.011428571428571442
0.04,0.0,0.04
0.05685714285714283,0.0,0.05685714285714283
0.02200000000000003,0.0,0.02200000000000003
0.09885714285714284,0.0,0.09885714285714284
0.07971428571428572,0.0,0.07971428571428572
0.0737142857142857,0.0,0.0737142857142857
0.17171428571428576,0.0,0.17171428571428576
0.161142857142857,0.0,0.161142857142857
0.1542857142857145,0.0,0.1542857142857145
0.04114285714285719,0.0,0.04114285714285719
0.07199999999999984,0.0,0.07199999999999984
0.10314285714285706,0.0,0.10314285714285706
0.037714285714285666,0.0,0.037714285714285666
0.05914285714285728,0.0,0.05914285714285728
0.07742857142857133,0.0,0.07742857142857133
0.014000000000000004,0.0,0.014000000000000004
0.005714285714285725,0.0,0.005714285714285725
0.014857142857142892,0.0,0.014857142857142892
0.19257142857142864,0.0,0.19257142857142864
0.22885714285714293,0.0,0.22885714285714293
0.1379999999999997,0.0,0.1379999999999997
0.27914285714285797,0.0,0.27914285714285797
0.5862857142857174,0.0,0.5862857142857174
0.7817142857142876,0.0,0.7817142857142876
0.44914285714285784,0.0,0.44914285714285784
0.389714285714286,0.0,0.389714285714286
0.43285714285714166,0.0,0.43285714285714166
0.5100000000000017,0.0,0.5100000000000017
0.6345714285714297,0.0,0.6345714285714297
2.8945714285714326,0.009999999999999974,2.884571428571433
58.49542857142863,0.12914285714285734,58.36628571428578
137.48942857142885,0.1525714285714286,137.3368571428574
140.73257142857128,2.000857142857144,138.73171428571413
115.77771428571457,22.793714285714238,92.98400000000034
74.4314285714285,54.651999999999965,19.77942857142853
60.55628571428571,56.80171428571428,3.7545714285714236
59.672285714285664,56.23285714285712,3.439428571428544
58.05342857142856,54.478571428571456,3.574857142857104
53.0805714285715,50.62314285714288,2.457428571428624
49.78828571428577,47.663714285714356,2.124571428571412
47.10828571428554,45.37114285714291,1.7371428571426344
42.85999999999999,41.09771428571417,1.7622857142858255
34.74028571428582,33.49171428571437,1.2485714285714458
20.47200000000001,19.796857142857146,0.6751428571428626
8.07285714285715,7.71914285714284,0.3537142857143091
2.2117142857142875,2.1025714285714323,0.10914285714285522
0.4588571428571427,0.428857142857143,0.0299999999999997
0.08085714285714288,0.04514285714285716,0.03571428571428572
0.07485714285714277,0.0,0.07485714285714277
0.08199999999999993,0.0,0.08199999999999993
0.2491428571428574,0.0,0.2491428571428574
0.4171428571428569,0.0,0.4171428571428569
0.26600000000000024,0.0,0.26600000000000024
0.20342857142857157,0.0,0.20342857142857157
0.16114285714285684,0.0,0.16114285714285684
0.11057142857142835,0.0,0.11057142857142835
0.021142857142857116,0.0,0.021142857142857116
0.04885714285714286,0.0,0.04885714285714286
0.038571428571428604,0.0,0.038571428571428604
0.0314285714285714,0.0,0.0314285714285714
0.05085714285714299,0.0,0.05085714285714299
0.08057142857142852,0.0,0.08057142857142852
0.05314285714285726,0.0,0.05314285714285726
0.19742857142857115,0.0,0.19742857142857115
0.16199999999999953,0.0,0.16199999999999953
0.20399999999999982,0.0,0.20399999999999982
0.10171428571428585,0.0,0.10171428571428585
0.11857142857142855,0.0,0.11857142857142855
0.1274285714285715,0.0,0.1274285714285715
0.03457142857142864,0.0,0.03457142857142864
0.05885714285714288,0.0,0.05885714285714288
0.0077142857142857065,0.0,0.0077142857142857065
