cden,hist_den,is_grey
6.488647877106898,6.453986290223333,False
3.317804905294667,3.297338606714658,False
36.25150743180362,35.85111825524806,False
7.857839235634206,7.384158605160435,False
40.7140396963429,40.03121124884278,False
30.98079501547085,30.49548430659369,False
0.0,1.8269677405179192,True
29.042359486219087,28.97621907411274,False
2.620722578157846,2.5856489694366807,False
135.93977470249607,136.4681957834348,False
6.283041501237323,2.866791790980608,False
10.983243060280286,10.767110181246824,False
42.62170609114178,42.46562691362832,False
1.3394875529664256,1.2757063221165277,False
18.989738230064155,17.725483996655903,False
43.96347696013829,43.68584155294248,False
0.0,0.727047590353354,True
54.83161597204422,54.728743273801484,False
11.986547082284794,11.9106576279168,False
24.86985569393213,24.78260354797573,False
0.0,25.283774991632562,True
0.0,13.44333659435562,True
0.0,0.0,True
0.0,18.864157600679903,True
5.391646138395228,5.132314222479046,False
0.0,22.180898209394872,True
20.66231668223858,20.523611843534347,False
0.0,0.9337141162082925,True
0.0,12.168137492271109,True
50.94164201986592,50.783309467181084,False
0.0,0.98431699911585,True
0.0,30.692268257098632,True
5.816997873000442,5.419935877137402,False
0.0,7.22293167794542,True
0.0,8.52673592408472,True
1.0041237079256569,0.9999794373511057,False
4.594815292772936,4.551652242869615,False
9.82393105160792,9.90432157016197,False
6.902714240541769,6.768690870468754,False
14.746483311731502,14.392774901919122,False
7.861483964573845,7.6584666777941415,False
15.816996619160658,15.690693514918076,False
8.064172576696658,8.015978246482078,False
27.01710075994925,26.733077089780753,False
6.906178485091117,6.781197477237182,False
0.0,9.270782382321014,True
83.44398921597106,82.91087510124402,False
31.956553585459545,31.578682365924177,False
19.920124412709047,18.323220338989316,False
31.72548415032664,29.74846009299346,False
0.0,1.3126063371762826,True
0.0,12.03024507973129,True
0.0,0.8206349946617728,True
10.076103108929845,8.445730940372899,False
99.96655372067195,100.08267114159676,False
16.30685692585724,16.20660107175521,False
2.829250105271236,2.8069102899294336,False
6.048900228660695,5.99916203398632,False
0.0,20.39427051239315,True
25.773926351350823,25.382058709156556,False
5.6356124358305335,5.5758015585283704,False
1.3028055541952248,1.2529098591037895,False
0.0,1.0565469901862392,True
5.266955919414138,5.237025257152364,False
106.82977231188602,107.00873055715367,False
4.135729142306274,4.113904589591891,False
0.0,24.924323167064838,True
0.0,2.4591539962208886,True
2.555785527499401,2.524473562866982,False
0.0,26.114100732407426,True
94.05560294881776,90.98422537962438,False
0.0,1.0884824048539792,True
38.103928969490354,38.075932172954886,False
12.03940631359405,11.944530476644307,False
5.598894013559164,5.569173809379908,False
0.7634799934018534,0.7455480880812418,False
42.05702590358523,41.55273414080991,False
2.927145037428517,2.898615679386903,False
3.4950301157139108,3.4632328352616866,False
0.0,1.1492693634611622,True
0.8397307512058192,0.8295295379351739,False
25.02378151118834,23.502313404823283,False
0.0,26.082904997488043,True
0.0,5.111115861049588,True
66.62006332982963,66.17993460117552,False
22.064342788683792,21.933308210770903,False
0.7272372335342053,0.7068248302758229,False
93.39468642460996,92.60195997382785,False
87.81817294622347,87.23103520910634,False
7.5932830171401555,7.5129466648644945,False
