A1_phi1,A1_phi2,A1p12D_phi1,A1p12D_phi2
0.0,0.008750000000000029,0.0,0.009750000000000009
0.0,0.4274999999999997,0.0,0.06724999999999995
0.0,0.8120000000000012,0.0,0.24625000000000022
0.0,0.3344999999999999,0.0,0.22174999999999995
0.0,0.43025000000000113,0.0,0.06625000000000003
0.1192500000000001,2.3364999999999956,0.0,0.12500000000000008
2.304250000000006,17.24900000000006,0.0,0.09100000000000008
12.449750000000007,55.5565000000001,0.0,0.01750000000000006
24.705749999999995,79.19549999999978,0.0,0.03950000000000003
28.428249999999988,83.24975000000025,0.0,0.3105000000000002
26.751,85.2107500000002,0.0,0.7480000000000011
27.206000000000042,84.40299999999984,0.0,0.6350000000000026
26.197000000000042,86.2387499999997,0.0,0.3619999999999998
21.612500000000008,92.36499999999963,0.0,0.39875000000000027
17.84149999999994,86.9092499999998,0.0,1.449000000000003
9.36349999999999,54.50299999999989,0.0,2.382250000000002
1.3277499999999987,15.784000000000027,0.0,1.6457500000000016
0.0627500000000002,3.5627500000000043,0.0,1.6822500000000016
0.008249999999999993,1.2862499999999977,0.023500000000000017,2.1822500000000034
0.0,0.5529999999999999,0.4882499999999994,4.134250000000008
0.0,0.7590000000000018,1.813,23.099250000000062
0.0,0.7950000000000015,5.2802500000000165,67.57674999999996
0.0,0.7722499999999985,11.305499999999999,87.52625000000003
0.0,1.1867500000000006,14.521000000000015,88.21574999999994
0.0,1.8059999999999974,19.399750000000026,84.19599999999987
0.0,1.544250000000002,23.78375000000002,79.25375000000004
0.0,0.5509999999999986,30.88099999999998,73.37274999999997
0.0,0.8512499999999996,30.441250000000046,72.23299999999988
0.0,0.2679999999999997,24.116750000000053,72.77125000000012
0.0,0.059749999999999866,15.643750000000018,59.91099999999991
0.0,0.020500000000000015,4.41325,27.06074999999999
0.0,0.1262500000000004,0.9449999999999975,6.466250000000007
0.0,0.34675000000000017,0.5827500000000002,2.469999999999998
0.0,0.5149999999999999,0.27600000000000074,1.897249999999998
0.0,0.28024999999999983,0.05724999999999998,2.1795000000000058
0.0,0.15900000000000014,0.0009999999999999992,1.820249999999998
0.0,0.044999999999999894,0.0,1.7882499999999966
0.0,0.0007499999999999999,0.0,2.5705000000000124
0.0,0.0012500000000000011,0.0,1.9625000000000004
0.0,0.17075000000000068,0.0,1.3810000000000004
0.0,0.4567500000000008,0.0,1.1584999999999999
0.0,0.4645000000000009,0.0,0.8919999999999968
0.0002500000000000007,1.4822500000000038,0.0,0.5982500000000014
0.14724999999999988,3.2655000000000043,0.0,0.19250000000000045
2.1885000000000017,16.16100000000004,0.0,0.19999999999999996
12.43725000000002,54.09249999999995,0.0,0.06499999999999995
24.57024999999994,80.05074999999994,0.0,0.018249999999999954
29.953500000000037,82.60575,0.0,0.0009999999999999983
27.334499999999956,85.64000000000001,0.0,0.010999999999999989
25.02824999999995,87.53900000000023,0.0,0.020250000000000015
23.154000000000018,89.80075000000014,0.0,0.17650000000000024
18.72049999999997,94.00275000000012,0.0,0.4482499999999998
14.65575000000001,85.94074999999994,0.0,0.2184999999999998
6.6095000000000015,46.77349999999993,0.0,0.05974999999999993
0.8502499999999996,12.072499999999934,0.0,0.002500000000000001
0.03775000000000007,3.1367499999999975,0.0,0.0029999999999999996
0.0015000000000000007,0.8427500000000028,0.0,0.09050000000000007
0.0,0.6394999999999991,0.0,0.2252499999999999
0.0,0.9985000000000053,0.0,0.13324999999999998
0.0,1.0949999999999989,0.0,0.07399999999999994
0.0,1.166000000000003,0.0,0.2199999999999998
0.0,1.7647500000000025,0.0,0.07924999999999989
0.0,1.7972500000000007,0.0,0.011249999999999994
0.0,0.8155,0.0,0.09349999999999994
0.0,0.16575000000000056,0.0,0.46649999999999975
0.0,0.29075000000000006,0.0,0.553999999999998
0.0,0.11700000000000024,0.0,0.4942499999999996
0.0,0.035749999999999935,0.0,0.4165000000000008
0.0,0.10400000000000006,0.0,0.5645000000000021
0.0,0.4280000000000001,0.0,1.1945000000000023
0.0,0.8447499999999996,0.0,1.9832499999999973
0.0,0.6185000000000008,0.0,1.502750000000005
0.0,0.7297500000000012,0.0005000000000000026,2.20925
0.0,0.3332499999999992,0.04499999999999997,3.7194999999999947
0.0,0.057250000000000044,0.40200000000000025,6.869249999999989
0.0,0.016749999999999952,2.2682499999999917,29.446000000000005
0.0,0.26774999999999954,7.188750000000007,68.52475000000011
0.0,0.6834999999999998,13.947499999999962,83.00525000000026
0.0002500000000000008,1.2604999999999975,19.83649999999994,81.88949999999991
0.038750000000000076,3.012750000000002,21.852500000000013,83.28950000000012
1.4457499999999994,13.950999999999976,23.402500000000078,81.55799999999995
10.033500000000007,51.26199999999997,27.523499999999984,76.00824999999979
24.282249999999998,79.16225000000016,28.093999999999983,73.10000000000025
29.52075000000002,84.04474999999984,26.425750000000036,72.4897499999998
23.326250000000005,90.77950000000025,18.845500000000065,63.163249999999984
22.316500000000065,92.7222499999999,5.753749999999986,30.690499999999968
21.82900000000004,90.56950000000003,0.9662500000000002,6.499250000000003
19.52449999999998,93.57100000000008,0.2599999999999998,2.206500000000001
16.136999999999915,82.74049999999997,0.13475000000000045,1.8457499999999998
5.814499999999993,44.59775000000001,0.02299999999999999,1.8972499999999963
