phi1,phi2,demixing
0.1340000000000001,0.923428571428571,0.157435
0.06399999999999999,0.7214285714285721,0.157435
0.01371428571428572,0.6022857142857142,0.157435
0.029714285714285735,0.4611428571428581,0.157435
0.06457142857142861,0.6777142857142863,0.157435
0.14628571428571396,0.46399999999999797,0.157435
0.17600000000000038,0.3234285714285715,0.157435
0.18457142857142939,0.7139999999999992,0.157435
0.08999999999999996,1.1377142857142832,0.157435
0.059714285714285796,1.4277142857142817,0.157435
0.1534285714285719,1.6542857142857137,0.157435
0.3025714285714288,1.4465714285714302,0.157435
0.21342857142857136,1.5177142857142907,0.157435
0.27142857142857196,1.3405714285714312,0.157435
0.32257142857142834,1.2982857142857158,0.157435
0.4717142857142857,1.1011428571428499,0.157435
0.3625714285714287,2.349714285714286,0.157435
0.3477142857142878,2.7351428571428524,0.157435
0.450857142857143,3.509142857142855,0.157435
0.6582857142857141,4.522571428571428,0.157435
0.7371428571428591,6.107142857142854,0.157435
1.9399999999999968,11.521999999999995,0.157435
3.34857142857143,17.66885714285716,0.157435
9.80228571428571,33.65428571428571,0.157435
26.770571428571426,48.95942857142868,0.157435
42.85628571428576,53.325714285714355,0.157435
47.55085714285712,52.654571428571494,0.157435
41.54800000000006,51.11657142857143,0.157435
31.76057142857143,51.28400000000003,0.157435
19.121714285714244,52.889142857143014,0.157435
11.688285714285751,48.03028571428567,0.157435
8.319714285714277,43.71114285714286,0.157435
8.070571428571434,39.87457142857126,0.157435
6.391428571428544,34.76028571428566,0.157435
3.7782857142857202,26.517714285714266,0.157435
1.7248571428571413,18.949142857142885,0.157435
1.1677142857142837,12.518571428571454,0.157435
0.8488571428571435,10.147428571428561,0.157435
0.4348571428571433,11.684857142857146,0.157435
0.5711428571428574,11.604571428571413,0.157435
0.5797142857142861,8.621714285714285,0.157435
0.19542857142857165,6.0442857142857145,0.157435
0.2594285714285714,4.043428571428558,0.157435
0.14999999999999997,2.8428571428571456,0.157435
0.12799999999999992,2.479428571428574,0.157435
0.12371428571428587,2.050285714285711,0.157435
0.09314285714285714,1.5991428571428585,0.157435
0.14514285714285752,1.5680000000000005,0.157435
0.16885714285714287,2.1280000000000032,0.157435
0.11171428571428582,1.2645714285714291,0.157435
0.12800000000000014,0.66057142857143,0.157435
0.15228571428571436,0.7077142857142855,0.157435
0.16714285714285723,0.8840000000000006,0.157435
0.23028571428571384,0.5708571428571437,0.157435
0.1957142857142854,0.5520000000000008,0.157435
0.21485714285714266,0.7102857142857145,0.157435
0.15885714285714314,0.9725714285714274,0.157435
0.25371428571428517,0.914285714285715,0.157435
0.10371428571428562,0.3814285714285717,0.157435
0.012571428571428556,0.425142857142857,0.157435
0.09400000000000003,0.4914285714285718,0.157435
0.18085714285714333,0.48028571428571487,0.157435
0.14600000000000016,0.5040000000000007,0.157435
0.19542857142857134,0.4945714285714283,0.157435
0.11542857142857144,0.8554285714285724,0.157435
0.01457142857142861,1.082571428571428,0.157435
0.026285714285714336,1.019999999999999,0.157435
0.13085714285714242,1.025714285714284,0.157435
0.216,1.2808571428571407,0.157435
0.17914285714285763,1.2222857142857084,0.157435
0.1394285714285712,1.5654285714285743,0.157435
0.17371428571428604,1.5371428571428578,0.157435
0.42400000000000015,0.9185714285714255,0.157435
0.39571428571428546,1.7908571428571463,0.157435
0.4905714285714275,2.1788571428571406,0.157435
0.6859999999999996,3.153142857142855,0.157435
0.6334285714285721,4.921714285714276,0.157435
0.6205714285714278,6.323714285714279,0.157435
1.354571428571426,10.011428571428581,0.157435
3.642571428571434,18.910285714285692,0.157435
11.400857142857143,34.212857142857025,0.157435
28.715714285714256,46.84685714285715,0.157435
45.6814285714286,49.318000000000026,0.157435
47.65257142857146,50.02742857142861,0.157435
39.81600000000003,50.59885714285722,0.157435
28.366857142857082,52.264571428571486,0.157435
19.44514285714282,49.271714285714424,0.157435
12.019142857142876,44.168285714285624,0.157435
8.48657142857144,40.54657142857148,0.157435
8.082571428571434,36.5254285714286,0.157435
6.479428571428576,32.29342857142858,0.157435
3.1451428571428566,28.273142857142922,0.157435
1.5122857142857167,21.798571428571442,0.157435
1.39657142857143,16.69571428571428,0.157435
0.8614285714285712,11.56857142857142,0.157435
0.5674285714285704,11.533142857142849,0.157435
0.632285714285714,10.938857142857136,0.157435
0.5074285714285708,7.134285714285709,0.157435
0.3059999999999995,4.872857142857134,0.157435
0.348,3.793428571428567,0.157435
0.11742857142857147,2.5799999999999987,0.157435
0.049714285714285746,1.942285714285713,0.157435
0.2011428571428571,1.9534285714285726,0.157435
0.14228571428571446,1.6479999999999964,0.157435
0.2525714285714284,1.5485714285714307,0.157435
0.10571428571428589,1.3751428571428557,0.157435
0.09514285714285717,1.331142857142858,0.157435
0.10285714285714281,1.0945714285714283,0.157435
0.04457142857142865,0.606000000000002,0.157435
0.10942857142857113,0.4742857142857144,0.157435
0.12685714285714284,0.6488571428571444,0.157435
0.13285714285714284,0.99257142857143,0.157435
0.23800000000000024,1.210285714285717,0.157435
0.25142857142857145,1.1999999999999997,0.157435
0.18714285714285697,0.9814285714285732,0.157435
0.1025714285714286,0.6928571428571418,0.157435
0.06114285714285714,0.8151428571428565,0.157435
0.10685714285714275,0.49885714285714267,0.157435
0.2834285714285717,0.258285714285713,0.157435
0.10085714285714277,0.2914285714285712,0.157435
0.09542857142857133,0.6402857142857151,0.157435
0.13657142857142843,0.6302857142857149,0.157435
0.040285714285714265,1.0379999999999996,0.157435
0.00800000000000001,1.0340000000000027,0.157435
0.06257142857142861,0.9217142857142855,0.157435
0.16228571428571448,1.1342857142857152,0.157435
0.21057142857142858,1.2948571428571436,0.157435
0.2571428571428572,1.3800000000000017,0.157435
0.2888571428571426,1.430857142857145,0.157435
0.4639999999999994,1.3554285714285739,0.157435
0.3742857142857141,2.249142857142857,0.157435
0.5540000000000006,3.2057142857142877,0.157435
0.959714285714285,3.4925714285714253,0.157435
0.8625714285714295,5.1762857142857035,0.157435
0.743999999999999,7.468000000000003,0.157435
1.0551428571428585,10.80971428571427,0.157435
3.0091428571428644,22.7717142857143,0.157435
10.585714285714285,39.54285714285698,0.157435
27.140857142857136,50.06542857142856,0.157435
41.642571428571486,54.359428571428545,0.157435
44.07142857142869,54.85285714285723,0.157435
38.48114285714279,54.80742857142868,0.157435
27.92914285714292,54.812857142856906,0.157435
18.414285714285704,53.1091428571431,0.157435
11.288285714285692,43.952571428571524,0.157435
7.723999999999979,38.70857142857148,0.157435
8.748571428571415,35.0894285714285,0.157435
6.1417142857142855,33.403428571428606,0.157435
3.1408571428571452,29.562285714285643,0.157435
1.5691428571428587,22.369428571428603,0.157435
1.7582857142857156,17.38285714285711,0.157435
1.2754285714285691,14.237714285714294,0.157435
0.734571428571428,11.74800000000003,0.157435
0.45657142857142896,9.981714285714297,0.157435
0.42057142857142843,6.0877142857142745,0.157435
0.38371428571428545,3.50771428571429,0.157435
0.34285714285714336,3.234285714285717,0.157435
0.0817142857142857,2.890571428571435,0.157435
0.09628571428571428,2.442857142857141,0.157435
0.10828571428571433,1.945714285714285,0.157435
0.056285714285714265,2.145714285714284,0.157435
0.16971428571428612,1.2551428571428584,0.157435
0.05371428571428565,0.9777142857142886,0.157435
0.16257142857142906,1.425142857142855,0.157435
0.25114285714285733,0.8048571428571429,0.157435
0.05828571428571458,0.3868571428571427,0.157435
0.025142857142857026,0.4177142857142847,0.157435
0.01742857142857138,0.9028571428571408,0.157435
0.11457142857142849,1.410000000000002,0.157435
0.10057142857142858,1.6037142857142883,0.157435
0.06828571428571426,1.455714285714286,0.157435
0.08485714285714288,0.8945714285714285,0.157435
0.13828571428571437,0.7634285714285718,0.157435
0.1425714285714285,0.6325714285714299,0.157435
0.1468571428571427,0.4117142857142859,0.157435
0.2499999999999997,0.1557142857142855,0.157435
0.15771428571428564,0.4194285714285716,0.157435
0.039428571428571375,0.7748571428571416,0.157435
0.04885714285714284,0.6205714285714284,0.157435
0.03171428571428568,0.9622857142857163,0.157435
0.03228571428571437,1.1585714285714275,0.157435
0.057714285714285926,1.1200000000000019,0.157435
0.224857142857143,1.1408571428571417,0.157435
0.1694285714285714,1.0708571428571403,0.157435
0.12371428571428571,1.1911428571428582,0.157435
0.18685714285714305,1.4345714285714257,0.157435
0.40228571428571386,1.7977142857142845,0.157435
0.33400000000000013,2.711142857142856,0.157435
0.6525714285714299,3.4877142857142838,0.157435
0.6134285714285728,3.7637142857142853,0.157435
0.8751428571428571,4.880857142857125,0.157435
0.8711428571428578,7.577714285714289,0.157435
1.4148571428571446,11.87999999999999,0.157435
3.530571428571431,24.312857142857112,0.157435
10.55942857142854,43.27971428571434,0.157435
27.132000000000033,52.81714285714274,0.157435
44.238857142857114,55.27114285714269,0.157435
46.87285714285719,55.58200000000001,0.157435
38.853142857142856,56.806285714285686,0.157435
27.375142857142922,56.22514285714279,0.157435
17.46600000000002,54.41114285714268,0.157435
10.645999999999985,47.432285714285726,0.157435
8.295428571428593,39.09371428571425,0.157435
7.8228571428571625,36.3837142857142,0.157435
5.886285714285718,32.55228571428566,0.157435
3.200571428571433,28.74714285714282,0.157435
1.5462857142857174,19.60428571428574,0.157435
1.5637142857142865,14.58914285714284,0.157435
1.0671428571428583,14.51657142857145,0.157435
0.5511428571428574,11.282571428571442,0.157435
0.2517142857142864,8.322000000000019,0.157435
0.16142857142857153,6.028571428571429,0.157435
0.13257142857142862,4.125428571428572,0.157435
0.14428571428571427,2.3345714285714325,0.157435
0.1088571428571427,3.0111428571428474,0.157435
0.1677142857142862,3.242285714285714,0.157435
0.11114285714285713,3.0214285714285722,0.157435
0.020571428571428574,2.100285714285713,0.157435
0.05199999999999992,1.2871428571428578,0.157435
0.10771428571428607,1.1340000000000021,0.157435
0.22228571428571442,0.940285714285716,0.157435
0.29114285714285704,0.545142857142856,0.157435
0.0654285714285712,0.34371428571428564,0.157435
0.01799999999999995,0.4042857142857142,0.157435
0.008285714285714299,1.0831428571428563,0.157435
0.057142857142857294,1.6105714285714294,0.157435
0.07285714285714287,1.2560000000000036,0.157435
0.09657142857142875,0.9574285714285709,0.157435
