RPS19,2.510655004
ZBTB2,2.510162065
LMAN1,2.50805562
MCC,2.507370098
FAU,2.503639621
PFKM,2.494903555
SLC25A5,2.485802863
BCLAF1,2.477326887
C2orf18; SLC35F6,2.475368308
GPX8,2.474364058
SAGE1,2.470577812
SPIN1,2.464469928
USP22,2.463208723
TANC2,2.45544572
EPHA2,2.449647032
,2.448970991
MRPS10,2.444509434
MYBBP1A,2.442919252
CBLL1,2.437698186
CSDE1,2.43730354
FAM92A1; FAM92A,2.432940842
,2.431304092
STT3B,2.429980831
DTNBP1,2.415605919
RBM33,2.41373322
PRKAR2A,2.409426587
ATR,2.405698634
FAM208A,2.404446959
KIAA0947; ICE1,2.403203056
EIF2AK4,2.402704214
EIF3E,2.400821223
MSANTD4,2.396076958
ERCC1,2.380839623
NFIA,2.371413481
CIR1,2.366692281
RPL22,2.362925416
MLF1IP; CENPU,2.362000668
,2.361465655
CDC7,2.355513163
CHD7,2.350474374
UTP6,2.345754283
NOC4L,2.345490333
VAMP7,2.333785248
SRSF3,2.329831548
CDK12,2.323598028
PMS1,2.323412923
EPB41L2,2.32249913
SART3,2.322265108
SRP54,2.319472925
FGFR1OP,2.317064512
MAP1A,2.315868733
CEP170,2.315695965
HMBOX1,2.315121252
CCDC84,2.309215335
PALLD,2.307507657
SLFN5,2.303434936
ERC1,2.293605276
FAM21C; WASHC2C,2.293295749
SFT2D2,2.286373273
PSMD3,2.278387038
POLR2C,2.277845417
SCRIB,2.273252867
DDX3Y,2.270892891
ABHD12,2.262702589
,2.262041733
EXOSC10,2.256455077
SLTM,2.255894966
SALL1,2.246933403
PATL1,2.245901117
SYNRG,2.24143657
GOSR1,2.232935114
TNKS1BP1,2.231897225
STK31,2.230037565
ZFPL1,2.216723029
BNIP1,2.214889882
MSL1,2.213253113
STX16,2.21099308
LMNB1,2.20773092
ARCN1,2.204193662
SP140,2.203753797
LEPREL1; P3H2,2.203027286
EIF3M,2.202910963
MSH6,2.199680194
FRG1,2.199453039
TCOF1,2.198888179
RBBP5,2.197751623
IGSF3,2.188909322
G3BP2,2.188549656
RBM4B,2.181792217
MRPL4,2.178395457
ARF3,2.177486245
ASCC1,2.171425661
VPS39,2.16970389
GIGYF2,2.169556166
PLK1,2.168870856
GATAD2B,2.16494719
FANCL,2.164439367
YIF1A,2.160938767
KIAA1429; VIRMA,2.160784081
FAM91A1,2.153085723
GADD45GIP1,2.144693653
KLF12,2.14165131
RPS27L,2.140182536
LTN1,2.136671778
FAM115A; TCAF1,2.132785228
MBD4,2.12662331
SNW1,2.107028825
WDR7,2.10393075
TEFM,2.095539658
RAB5C,2.094640511
,2.092761279
DDB1,2.083577087
WDR12,2.082249954
PTPN1,2.077830808
GIT1,2.076845948
WDR6,2.074612878
ZNRD1,2.070066119
UBTF,2.065738411
,2.061145468
MLH1,2.057112553
PIP5K1A,2.054587239
KIAA0754,2.050570367
TMED9,2.043183269
KHDRBS3,2.038637799
HSPG2,2.037010328
SLC29A1,2.028655695
ORMDL1,2.027845468
NBAS,2.026417191
ZNF143,2.024315162
CPNE8,2.010744272
ANKHD1; ANKHD1-EIF4EBP3,2.010279371
COL5A1,2.009278467
RPS12,1.999509453
RPL22L1,1.999147165
ERAL1,1.995677042
DIMT1,1.993558805
NT5C2,1.993061728
TRIP12,1.992811487
CUL2,1.990559681
HP1BP3,1.984290845
STAG2,1.975047159
MPHOSPH8,1.972479104
,1.968187073
VPS11,1.96609178
THOC6,1.962312636
SMU1,1.961838041
FBXO5,1.960619023
FHL2,1.958123933
EXOSC8,1.956247568
HNRNPLL; HNRPLL,1.948801815
ARHGEF40,1.943734959
PPP6R1,1.936337563
CSNK2A1,1.931532513
RACGAP1,1.931033009
CAAP1,1.930555582
FASTKD1,1.926981584
KIF22,1.926033398
MAN1B1,1.919403175
RPL35A,1.917603376
FGD5,1.917236047
PDS5B,1.917157331
POLR2F,1.91644104
NCAPG2,1.915407017
VAPA,1.907581155
RUNX1,1.906953883
TOP2B,1.905124033
INTS10,1.897717348
PHLDB1,1.890697071
U2AF2,1.887551853
YTHDF1,1.883378245
NCBP1,1.881617031
FAF2,1.880632555
SF3A2,1.876977886
RPL35,1.876166579
HEATR5B,1.871614403
TMPO,1.865284178
RMI1,1.860621105
ZNF579,1.859020542
NHEJ1,1.855100462
RPS27,1.852434282
L3MBTL2,1.835632992
JRKL,1.833810506
LRCH2,1.833174282
SAP30BP,1.830938332
RPS3A,1.830424612
SPATA5L1,1.830102694
INTS5,1.829193115
LRCH4,1.826644602
SMG5,1.823851783
WAPAL; WAPL,1.823148027
ANKLE2,1.821483094
TFDP1,1.807300471
STK4,1.793932968
YTHDF2,1.784144733
FBXW11,1.780171962
ZMYM1,1.775989067
MRPL38,1.772869343
CBX2,1.765503056
RPS26; LOC101929876; RPS26P25,1.764856057
XRN2,1.76265664
ERC2,1.758717429
RPS15A,1.74880715
NOLC1,1.746516195
USP42,1.745119082
C15orf23; KNSTRN,1.745057442
ACSL3,1.737981632
DAXX,1.736805525
POLR2E,1.735931232
ARHGEF12,1.733736491
MYL6,1.732550049
KHDRBS1,1.728015493
KIAA0196; WASHC5,1.726813822
NCAPD3,1.726424988
SKIV2L,1.724884256
CHP1,1.72219208
MPRIP,1.718733282
MYBL2,1.717010839
MTA2,1.708129722
MYCBP,1.705923328
HNRNPH2,1.700118434
MRPS2,1.696328767
IGF2R,1.695149734
MRPS26,1.69210432
DIAPH3,1.690654216
EXOC6,1.689635368
SMG1,1.689087732
ERH,1.687907736
MCM7,1.685989358
GOSR2,1.68311272
LRRC57,1.679014779
NUP188,1.675122474
MAD2L1,1.670807019
,1.668619022
ZNF516,1.668517458
CWC15,1.667925477
SF3B4,1.664448931
UFD1L; UFD1,1.662921817
SMARCB1,1.661201769
PABPN1,1.656093182
