feature,raw_coefficient,mean_coefficient,std_coefficient
ncpr_abs_diff,-24.270229389070263,-1.4673741174709138,0.16604894452807373
faro_abs_diff,16.118381659783754,1.1958789162295753,0.1178295028262835
N_mean,0.024664700068267688,1.1371695122866454,0.13823480944951166
ncpr_mean,-23.455403244273352,-1.0910779872135008,0.14330374551094238
mean_lambda_mean,-27.12000656807109,-0.9004080248105563,0.18724111771557628
mean_lambda_abs_diff,14.066607398066651,0.858746169710073,0.15007042798720993
shd_mean,2.475546424145026,0.718057336538245,0.13942221101771748
N_abs_diff,-0.01106132239321094,-0.6725329990077096,0.09457561856535729
