raw_score,predicted,observed
-0.07774721071688173,0.4805729820943527,0.422074
-2.6854531763887945,0.06383720741394472,0.059939
-5.166911034977742,0.005669825177392251,0.003163
-7.676841407885112,0.0004632217221704386,0.020792
-8.887518930883505,0.00013808280407526715,0.037305
-2.216983668026223,0.0982356837536867,0.131375
-6.0287647508575235,0.0024026804219638505,0.03358
-0.43173497464519595,0.3937121118342984,0.624105
0.04668605356948774,0.5116693939305061,0.651835
-6.508552587774436,0.00148841703912991,0.010512
-5.691322315586029,0.003363773870131203,0.027466
-1.6871284729659304,0.15615384724325482,0.06964
-2.6878072136924183,0.06369666975440234,0.045111
-1.5682597984053257,0.17246461275449892,0.073931
0.1480551543807751,0.5369463236089804,0.49463
-6.054015440803251,0.002342911011577092,0.01041
-2.186821585475694,0.10094017303345915,0.022048
-2.0443777551684743,0.11462171172150117,0.102482
-3.6087634495718732,0.026371050234059543,0.010802
-0.9861406175376914,0.27167505157657634,0.088134
-7.279531866655472,0.0006890331758915576,0.00156
-2.097179869189085,0.10937122529797524,0.031142
-4.285799924145008,0.013575770071619546,0.138375
-6.869516793616138,0.0010379006276778739,0.016637
-7.940306070449445,0.0003559707104433394,0.004766
-9.149642968943002,0.00010624644377940911,0.023754
-3.5977260794176305,0.026655927872662254,0.014605
-4.954301230233986,0.007003610472564584,0.012687
-6.5772744160527425,0.0013897031917196347,0.039637
-3.2738872734248616,0.03647795460535115,0.023886
-4.015249978264704,0.017718824726791087,0.058463
-4.402004807730532,0.012104438188173066,0.059599
-3.49588951790004,0.029429412950397926,0.076622
-4.412515516153552,0.011979394361603373,0.036761
-3.2929681008664606,0.035813214170462696,0.049263
-1.576653148080361,0.17127000024898797,0.25948
-5.514122807577861,0.004013289011625106,0.038026
-3.9115298879368305,0.01961732476592635,0.029993
-3.769086057629609,0.022552777750187988,0.074938
-5.333471752033008,0.004804091060363815,0.023681
-2.794901662471797,0.057600303043495095,0.145581
-6.807889261629591,0.0011038031265878728,0.018944
-3.821888171650217,0.02141767981666821,0.041162
-1.6059115063916976,0.16715702117187864,0.337649
-4.105575633389853,0.016213325182643144,0.053019
-6.132724197373156,0.0021659580361369246,0.008806
-5.1164099546484465,0.0059617598968569755,0.045004
-6.0685459083710835,0.0023091916049346782,0.038676
-4.998595575885995,0.006702194086908318,0.010682
-4.520174547671312,0.010769870276359072,0.050647
0.3381127312300727,0.5837320100702119,0.435163
-2.73318916766063,0.06104311367261752,0.035129
-1.3752393838441044,0.20177466395121194,0.143323
3.0766749460940286,0.9559202900444778,0.932232
0.5952170875050835,0.6445612904557794,0.537616
-1.9147132854022888,0.1284522644084694,0.185741
-3.125390808400681,0.04207197476625463,0.114369
0.29963604785493736,0.5743535432751171,0.048955
-1.5134231826165752,0.18043203165443117,0.051741
-2.3389974973022607,0.08794429245512088,0.10821
-0.9801090425382302,0.27287014777164853,0.031999
-5.458538007260038,0.0042417102125528,0.030646
0.04477635254327916,0.5111922182381569,0.138947
-1.937034375689778,0.1259740232711313,0.252119
-5.048887802826005,0.006375557308615924,0.038516
-6.988110944762814,0.0009219373310867736,0.060847
-0.969071672383989,0.2750655762598122,0.122264
-2.635363850210245,0.06689685131361069,0.021658
-0.8885819590418578,0.2914025479675639,0.078382
-0.918981760914878,0.28516541295233955,0.342319
-2.356071809942528,0.08658436116284396,0.055158
-2.2358716586562193,0.0965751333907759,0.423052
0.8308995420234759,0.6965450996520597,0.565055
-1.354562523543383,0.20512545598799944,0.25135
-2.405128582732631,0.08278245151755707,0.158209
-3.1996297721143745,0.0391796575043096,0.300527
-0.7306775202946316,0.3250460678646702,0.415724
-3.1304547055494774,0.04186836256124226,0.015479
-2.1327449569994372,0.10595468519902981,0.105526
2.6794094082051787,0.9358006512745211,0.833357
0.19795154961623584,0.549326920307759,0.44773
-2.3119788232911334,0.09013572720056104,0.059088
-3.5226563462895286,0.028674418147215046,0.032619
-1.9106887205054228,0.12890349775366808,0.124748
-5.829861074027464,0.0029298757871888247,0.011213
-2.184314515608701,0.10116792050443098,0.143092
-2.0109072902623866,0.11806247462440658,0.049786
1.3174989649033275,0.7887652985060715,0.774527
-1.1924314080040437,0.23282436244312998,0.213342
-2.4031089310024387,0.08293593197412269,0.05047
-0.2945923374762849,0.4268799603927715,0.384163
-0.969122535963153,0.2750554339490257,0.494505
5.515271776278373,0.9959913010097488,0.953629
3.033813917689427,0.9540785605269705,0.994729
0.5238835447820596,0.6280554196449262,0.644238
-0.6867939782163375,0.33474664783470526,0.227589
0.9251736475677683,0.7160950981959838,0.709433
-2.3054059701037497,0.09067622944486683,0.301059
-6.428412904460804,0.001612407921756805,0.010058
0.284587488696058,0.570670547232249,0.402944
-0.686798818905654,0.3347455698560275,0.109079
-3.168256677494599,0.04037791077360703,0.006977
-5.678187050401971,0.0034080978144264253,0.027058
-6.888864573400364,0.0010180328168677504,0.05247
-6.086760302386601,0.0022676063308851658,0.037823
0.21147999502029613,0.5526738304945429,0.351699
-2.6294690773327547,0.06726575359303988,0.013927
0.698937177832959,0.667952088704608,0.156662
-1.8109931950744103,0.1405181319652198,0.025455
-3.021670718072807,0.046456408587795976,0.025667
0.7354750666648275,0.6760055864917834,0.045277
-1.373135202669807,0.202113779517535,0.061446
-2.487025247025534,0.07677277875604692,0.033822
-1.3119379375308098,0.21216273773683486,0.237046
3.322838866729124,0.9652040613404744,0.899039
0.8413810081401785,0.6987559925357533,0.676941
-1.6685493647671907,0.1586176820249265,0.152357
-2.275696050988966,0.09315590551413427,0.23332
-4.051410941428933,0.017100302213765704,0.009411
-2.60674652238466,0.0687054857412105,0.081079
1.7584531723257282,0.8530158250952671,0.655733
-0.7230046862632202,0.32673167400428965,0.12233
-3.2329350591705888,0.03794495690793,0.014866
-4.443612582168984,0.011616863935701301,0.019778
-1.7041084576067564,0.1539294383302236,0.156004
-2.831644956384878,0.0556379048869161,0.031395
-6.750817309906919,0.001168555919747597,0.004461
-2.09958164256583,0.10913748997319517,0.172599
4.643740824587945,0.9904700562980029,0.973889
1.5318873974517149,0.8222822951739673,0.841391
-0.6535746681151429,0.342184446758934,0.316035
-1.4407935527199884,0.19142249245585638,0.210748
1.1039232884066448,0.7509944896797616,0.532518
-3.747998280457926,0.02302235026866972,0.182857
-3.045836235559875,0.04539757585875534,0.210915
-2.539827361046143,0.07311287184976377,0.035429
-2.288400206127044,0.09208821820532405,0.203311
-4.645821230478639,0.0095103265170801,0.017842
-6.903703476254188,0.001003052897064067,0.003776
-8.114380999252585,0.000299115683016389,0.025874
-5.396948722091042,0.0045099515238064694,0.01484
-7.246217753029341,0.000712357714585542,0.031585
-3.7165347652819203,0.023740759964480013,0.026742
-3.238113737067237,0.03775636026304283,0.021235
3.270036752708516,0.9633864681251836,0.904796
0.7885788941195679,0.68752611017272,0.830757
-1.7213514787877984,0.1516971665466558,0.169756
-1.4970425342934628,0.18286703367476273,0.083872
-5.2392337295241305,0.005276332467773045,0.025395
-3.019263451989585,0.046563162670500834,0.016105
-2.789850032856721,0.05787513178281209,0.129469
-6.069042862226243,0.002308046976327904,0.04952
-3.835538622826675,0.021133441820099637,0.132758
1.7694905424799687,0.8543943036068106,0.687591
0.4129153916636148,0.6017867286252051,0.372191
-0.947392973927113,0.27940941808797404,0.817988
2.0933293484727367,0.8902531341661427,0.645688
2.5717503766874232,0.9290212038774405,0.826727
-6.375993051319069,0.0016990372131957198,0.026454
-8.293003488813952,0.00025019905943818527,0.075415
-0.7119673161089775,0.32916428106550105,0.073225
-2.0941981005289985,0.10966201536612481,0.025918
-4.059246401063337,0.016969101833288654,0.276016
-0.3881285101162093,0.4041679048563881,0.267686
0.09029251809847727,0.5225578059482874,0.65039
-9.550906192020104,7.113171019620208e-05,0.02051
-3.2218976890163464,0.03834993886422717,0.021955
-4.578472839832699,0.0101661569126082,0.023886
-6.244708466630196,0.0019369372661806725,0.059826
-2.419637854808893,0.08168741751713922,0.036982
-5.789150362831094,0.003051242878437161,0.059144
-4.108736406021972,0.01616298644335287,0.008651
-3.630315377807288,0.02582330354873034,0.053956
-2.8206075862306355,0.05622068640192886,0.124006
-5.956147646748026,0.0025831797731924898,0.087929
-6.739542446814721,0.0011817901240333292,0.053491
-2.4967687802378657,0.07608501120929205,0.065754
-2.4608006477516193,0.07865229776288005,0.070122
-6.415941133759906,0.0016326103909370228,0.005308
-5.937520105545224,0.002631621203417305,0.006313
3.796937171762078,0.9780530808573301,0.951157
-1.216601288126161,0.2285351137191394,0.031109
0.9068384177756856,0.712352769812842,0.264617
-3.846052813888708,0.02091702826097318,0.023479
1.0101378028991523,0.7330471166221028,0.562551
3.4296809028417012,0.9686193699611709,0.987704
3.595346520877192,0.9732822639659955,0.951927
-1.233055897847598,0.2256470197210039,0.040296
2.8111191157713353,0.9432737309993603,0.678873
1.1458281590245143,0.7587480883961873,0.446867
1.7111256583273908,0.8469822302933827,0.561978
-0.06822705735635948,0.4829498490880177,0.252068
-2.600761828032401,0.06908940647771794,0.020206
1.104619373802354,0.7511246361345402,0.961351
-2.49206768471439,0.07641613909029145,0.021263
-3.733787049178699,0.02334416987233576,0.076768
-1.0102580811550679,0.2669293469010594,0.148999
-0.2899958554870192,0.4280048817141819,0.420004
-0.2879762037568261,0.4284993979289294,0.107143
1.4283387490292743,0.8066423416484695,0.71636
-4.773731846154753,0.008378007623255692,0.016472
-0.9065379908271947,0.2877087934889997,0.047218
0.6743391745256231,0.6624740910286288,0.587264
-2.281198060999844,0.09269214663311792,0.055022
-0.6391819174356475,0.3454314914800295,0.129595
-0.14031009760041124,0.46497990991031213,0.330603
-0.9714131315759089,0.2745989247354156,0.012746
0.3281560416338376,0.5813106458425278,0.331463
-0.5375756354892567,0.3687517312416275,0.100827
0.5819717797978337,0.6415209865283698,0.386237
2.298286732583935,0.9087350474870634,0.889007
-0.03659000727253314,0.4908535186233596,0.146977
0.10585382303468638,0.5264387730932525,0.524117
-1.524899805727979,0.17874113097706412,0.040832
1.0291438970620757,0.7367498887619057,0.539472
-1.4358201542856062,0.19219345626956189,0.122613
-2.896776938095946,0.05231312070446097,0.045541
-1.566108590950137,0.17277185066920736,0.167902
-4.68020783046779,0.009191812395007241,0.033509
-4.268877396668071,0.013804262958575937,0.071182
2.419447970547796,0.9182983372626634,0.455987
-2.21313249604022,0.09857736975216823,0.050833
2.9880464279824297,0.9520311735211279,0.831051
1.1372766412020745,0.7571792762280716,0.688738
3.008993979227509,0.9529787948558901,0.845801
4.858044800732142,0.9922941882008032,0.989265
-2.6713844816371983,0.06468315801186975,0.149263
2.5231680608756735,0.9257501112688555,0.157063
2.665611891182893,0.9349667257750935,0.557314
-0.29250042476508264,0.4273918321848046,0.364626
3.6890342834106713,0.9756134400451134,0.905819
0.10368438083158482,0.5258978981904623,0.244277
0.7361786055645649,0.6761596579277426,0.095723
-2.080491101155632,0.11100749321837088,0.173046
-4.335590441610789,0.01292490000850275,0.27792
-0.3337092099872434,0.41733838987861577,0.511668
-0.364109011860263,0.40996525522523347,0.99076
-1.2419181928941772,0.2241022729915445,0.359246
-5.291826964656918,0.005007357734979874,0.02963
-1.1386188077707144,0.24257403979730865,0.385187
1.2738925003743375,0.7814083515806404,0.906996
1.4465899102073276,0.8094730629822567,0.972716
0.655330713303969,0.6582107193034299,0.295854
-0.024945096696272095,0.4937640491866902,0.719322
1.2336608586083404,0.7744586677957666,0.050136
-0.8376118442399245,0.30203799546881477,0.085374
1.0341054937855114,0.7377110569017228,0.065402
3.5689583036692207,0.9725874299259962,0.118993
-0.1937815051021614,0.4517056553973376,0.247586
1.2340815638127505,0.7745321449149968,0.035307
1.1331763014693315,0.7564245978357879,0.033545
-2.2673889102070817,0.09386005093817858,0.085465
1.9346487140365864,0.8737630700145841,0.074627
-5.039197746476098,0.0064372374884000445,0.02982
-2.308597695429241,0.09041340235587236,0.238566
1.058374956898123,0.7423798750000341,0.542416
1.0603946086283162,0.7427659483020842,0.240872
2.7767095614144184,0.9414041995960106,0.92827
-3.4253610337696108,0.03151220243426909,0.030001
0.4418328215579477,0.6086956686751274,0.148571
0.5842766518651694,0.6420508690545913,0.538928
2.0227099869107654,0.8831609369256842,0.733677
-3.8995484996323553,0.01984908781556835,0.305213
-1.6982441190520356,0.1546947323892833,0.411338
0.17347321897339674,0.5432598743175348,0.492036
2.7525713184299523,0.9400584040756074,0.535537
-0.09048211997869648,0.4773948902639087,0.470903
0.6005344969179114,0.6457785811748222,0.059346
0.4861023168768326,0.6191878089264478,0.385777
-2.763959384413851,0.059303101000980726,0.298967
2.097141697344333,0.8906250563592337,0.321563
0.4029354329784023,0.5993927246717701,0.530281
-1.2520850944945185,0.22233940769111762,0.252569
-4.712333310470566,0.008903801243419293,0.119198
-3.1692299702413553,0.04034021494483009,0.144031
0.7524609132603226,0.6797146832458509,0.111869
-0.03888739039580491,0.49027937735423766,0.267222
1.270412752354197,0.7808133961211502,0.609553
1.1989975211408206,0.7683464000789352,0.064147
-0.32024405574536763,0.42061627074764474,0.390794
-1.2604762755950767,0.2208919149245748,0.226234
-0.2743313916395991,0.4318440552890689,0.331247
-1.367141949889854,0.2030819999059856,0.335426
0.54068540220005,0.631971845346705,0.271608
2.389960167641287,0.9160585052312236,0.855927
2.238688705589312,0.9036703702130274,0.154845
1.0974069400988071,0.7497739290470516,0.509974
0.3283729562154911,0.5813634394429409,0.440009
-0.5447260057654795,0.3670888793511845,0.301767
-2.1691646099081834,0.10255389437804696,0.199121
3.798956823492272,0.9780963913593909,0.907293
1.3540368537351952,0.7947888207880186,0.460229
-0.7911413052183316,0.31192366160507223,0.209847
-4.710313658740374,0.008921641396280879,0.010855
-1.3597658742250198,0.20427835649179255,0.495725
-1.6895439082623929,0.1558358300412374,0.254907
2.4947265979993443,0.923771307043012,0.942126
2.3101235486036362,0.9097120036080312,0.097884
2.6680127546862282,0.9351125553941312,0.052856
-0.4629753474406373,0.38628022652719657,0.51708
2.2389971174956544,0.9036972141988898,0.48581
2.988144150956444,0.9520356361190021,0.270642
-2.9939987059542723,0.04769772914978489,0.112132
-2.384706561107256,0.08434635654433022,0.312593
1.7713983805709193,0.8546314871512436,0.316772
1.0231915910957436,0.7355938163214172,0.651979
0.28308858211547516,0.5703032677789643,0.159094
0.6105057354495447,0.6480561585404662,0.227496
-1.1688469802342054,0.23706346124700448,0.178805
-3.5244005926188717,0.028625876975156384,0.01693
0.24187979689331485,0.5601768435315785,0.682773
1.0540339174754068,0.7415487693768271,0.05173
0.24555580473325556,0.5610823324156416,0.105334
0.6492251852846849,0.6568358387131854,0.04693
-1.9574215258368861,0.12374636864148911,0.116361
3.180395036421902,0.9600898055556958,0.689148
-1.409703092288702,0.19628089072978844,0.024564
-5.328875445810741,0.0048261161464157355,0.010947
-1.934510354344238,0.12625219201024807,0.294497
0.78379189213643,0.6864967775359276,0.272386
-2.8792268877655864,0.05319005756028212,0.079831
0.8779188969720471,0.7063907798713375,0.176224
-5.186431615503523,0.005560829650552373,0.024566
-2.245296249115947,0.09575597377097901,0.27323
-2.3471962099904387,0.0872888907727649,0.178844
-0.7925316955844861,0.31162532395065895,0.105988
-1.6550839545142875,0.1604230218713319,0.106683
-3.0009997267427053,0.04738072929181939,0.353646
-0.5510972390662732,0.36560987862639227,0.325522
-3.031900562042098,0.046005341544808426,0.107424
-4.04037357127469,0.017286809205736144,0.015884
-0.81195893124378,0.3074732164923394,0.393032
-1.7453172428289156,0.14863880451661554,0.122404
-3.535527501986749,0.028318094754245647,0.040882
