feature,abs_mean,std,mean
ncpr_abs_diff,1.4673741174709138,0.16604894452807373,-1.4673741174709138
faro_abs_diff,1.1958789162295753,0.1178295028262835,1.1958789162295753
N_mean,1.1371695122866454,0.13823480944951166,1.1371695122866454
ncpr_mean,1.0910779872135008,0.14330374551094238,-1.0910779872135008
mean_lambda_mean,0.9004080248105563,0.18724111771557628,-0.9004080248105563
mean_lambda_abs_diff,0.858746169710073,0.15007042798720993,0.858746169710073
shd_mean,0.718057336538245,0.13942221101771748,0.718057336538245
N_abs_diff,0.6725329990077096,0.09457561856535729,-0.6725329990077096
