dG_deviation,dGij
0.6263739999999993,-6.138002
0.6263739999999993,-6.274837
0.6263739999999993,-6.432853
0.6263739999999993,-6.425974
0.6263739999999993,-5.286814
0.48901600000000034,-6.278944
0.48901600000000034,-6.278397
0.48901600000000034,-6.275934
0.48901600000000034,-6.426526
0.48901600000000034,-6.61599
0.413087,-6.142659
0.413087,-6.022404
0.413087,-6.142659
0.413087,-5.912768
0.413087,-6.022131
1.3909269999999996,-5.913316
1.3909269999999996,-5.435672
1.3909269999999996,-4.894015
1.3909269999999996,-4.571644
1.3909269999999996,-4.38367
2.4950539999999997,-4.804429
2.4950539999999997,-4.263705
2.4950539999999997,-3.56774
1.591017,-5.810978
1.591017,-5.080645
1.591017,-5.521448
1.2607999999999997,-6.275385
1.2607999999999997,-5.495729
1.365144,-5.61868
1.365144,-5.493789
1.365144,-5.024604
1.365144,-4.654956
1.365144,-4.561932
3.2335689999999997,-5.1066
3.2335689999999997,-3.348598
2.413399000000001,-6.604918
2.413399000000001,-7.575797
2.413399000000001,-6.429007
2.413399000000001,-6.612958
2.413399000000001,-7.580737
0.24805399999999977,-6.01994
0.24805399999999977,-6.265465
0.24805399999999977,-6.42625
0.24805399999999977,-6.850562
0.24805399999999977,-6.442133
1.7184109999999997,-6.019666
1.7184109999999997,-5.436496
1.7184109999999997,-5.076495
1.7184109999999997,-4.625501
1.7184109999999997,-4.18119
2.936771,-5.730336
2.936771,-4.754501
2.936771,-4.038344
2.936771,-3.397789
2.936771,-3.033688
3.0720759999999996,-5.820033
3.0720759999999996,-5.313632
3.0720759999999996,-4.64213
3.0720759999999996,-3.848082
3.0720759999999996,-3.265747
5.810427,-3.774764
5.810427,-1.630067
5.810427,-0.838003
2.059922,-5.496102
2.059922,-5.120183
5.749537999999999,-3.986746
5.749537999999999,-1.224379
5.749537999999999,-0.542412
5.730428,-3.910653
0.21328699999999934,-5.810978
0.21328699999999934,-6.018019
0.21328699999999934,-6.140196
0.21328699999999934,-5.914686
0.21328699999999934,-6.14047
0.7645530000000003,-5.070211
0.7645530000000003,-4.769782
0.7645530000000003,-4.668873
0.7645530000000003,-4.453128
0.7645530000000003,-4.194827
1.8686800000000003,-5.032372
1.8686800000000003,-4.65641
1.8686800000000003,-3.753021
1.8686800000000003,-3.436479
1.8686800000000003,-3.328726
0.11735600000000002,-5.682993
0.11735600000000002,-5.763852
0.11735600000000002,-5.530066
0.11735600000000002,-5.518558
0.11735600000000002,-5.312489
0.9646430000000006,-5.265928
0.9646430000000006,-5.983368
0.9646430000000006,-5.781608
0.9646430000000006,-5.676951
0.9646430000000006,-5.290619
0.6344260000000004,-5.77277
0.6344260000000004,-5.738096
0.6344260000000004,-5.711659
0.6344260000000004,-5.482318
1.8954640000000005,-6.001961
1.8954640000000005,-6.001402
1.8954640000000005,-5.109531
0.7387700000000006,-5.112421
0.7387700000000006,-4.913067
0.7387700000000006,-4.681797
0.7387700000000006,-4.605357
0.7387700000000006,-4.726495
2.6071950000000004,-5.600057
2.6071950000000004,-5.025261
2.6071950000000004,-4.193403
2.6071950000000004,-3.813047
2.6071950000000004,-3.473173
3.0397730000000003,-5.757184
3.0397730000000003,-5.636908
0.37831999999999955,-5.539178
0.37831999999999955,-5.699777
0.37831999999999955,-5.703156
0.37831999999999955,-5.911121
0.37831999999999955,-6.004618
1.0920370000000004,-5.211894
1.0920370000000004,-4.612745
1.0920370000000004,-4.482663
1.0920370000000004,-4.414917
1.0920370000000004,-4.064403
2.3103970000000005,-4.66109
2.3103970000000005,-3.98541
2.3103970000000005,-3.366257
2.3103970000000005,-2.871759
0.25090599999999963,-5.863304
0.25090599999999963,-5.698083
0.25090599999999963,-5.699777
0.25090599999999963,-5.470097
0.25090599999999963,-5.98819
0.24999099999999963,-5.604931
0.24999099999999963,-5.295553
0.24999099999999963,-5.630629
0.24999099999999963,-5.904231
0.24999099999999963,-5.813181
2.4457020000000003,-4.228459
2.4457020000000003,-3.84915
2.4457020000000003,-2.986888
5.1840530000000005,-5.869336
5.1840530000000005,-4.220817
1.4335480000000005,-5.400442
1.4335480000000005,-5.227804
1.4335480000000005,-5.264482
1.4335480000000005,-4.882619
1.4335480000000005,-4.952771
5.123164,-3.680785
5.123164,-1.5088
5.123164,-0.568955
5.1040540000000005,-3.662822
5.1040540000000005,-0.71104
1.9426019999999995,-4.652886
1.9426019999999995,-4.972463
1.9426019999999995,-5.109643
1.9426019999999995,-5.496378
1.9426019999999995,-6.136628
0.9647619999999999,-4.312479
0.9647619999999999,-4.287886
0.9647619999999999,-4.489999
0.9647619999999999,-4.291518
0.13936500000000018,-3.909227
0.13936500000000018,-3.775759
0.13936500000000018,-3.530416
0.13936500000000018,-3.464481
0.13936500000000018,-3.194053
2.430673,-4.647563
2.430673,-4.882481
2.430673,-5.635635
2.430673,-6.015544
2.430673,-5.814006
0.9905449999999996,-4.256695
0.9905449999999996,-4.438518
0.9905449999999996,-4.347355
0.9905449999999996,-4.479838
0.9905449999999996,-4.548158
0.8778800000000002,-3.569774
0.8778800000000002,-3.274962
0.8778800000000002,-3.266794
4.769088,-4.558641
4.769088,-6.27566
2.1076349999999997,-4.431251
2.1076349999999997,-4.734039
2.1076349999999997,-5.069329
2.1076349999999997,-5.819487
2.1076349999999997,-6.134362
0.6372779999999998,-4.356238
0.6372779999999998,-4.323929
0.6372779999999998,-4.22143
0.6372779999999998,-4.198321
0.6372779999999998,-4.324037
0.5810820000000003,-3.699403
0.5810820000000003,-3.809518
0.5810820000000003,-3.401033
0.5810820000000003,-2.855961
0.5810820000000003,-2.587595
0.7163870000000001,-3.83724
0.7163870000000001,-3.556109
0.7163870000000001,-3.124431
0.7163870000000001,-3.123546
0.7163870000000001,-2.815855
3.4547380000000003,-3.370068
3.4547380000000003,-2.705664
3.4547380000000003,0.0
0.29576699999999967,-4.210531
0.29576699999999967,-3.89514
0.29576699999999967,-4.38164
3.3938490000000003,-3.208842
3.3938490000000003,-0.98508
3.3938490000000003,-0.67952
3.3747390000000004,-3.235116
3.3747390000000004,-2.844988
1.879943,-5.205814
1.879943,-4.556132
1.879943,-4.572675
1.8541600000000003,-5.646885
1.8541600000000003,-5.24971
1.8541600000000003,-5.155902
1.8541600000000003,-4.525307
1.8541600000000003,-4.690738
3.722585,-4.866316
3.722585,-3.426037
0.7370700000000001,-6.277577
0.7370700000000001,-5.901462
0.7370700000000001,-5.900352
0.7370700000000001,-6.123547
0.7370700000000001,-6.438049
2.207427,-5.34356
2.207427,-4.878414
2.207427,-4.349185
3.425787,-5.640521
3.425787,-4.718612
3.425787,-3.678502
3.425787,-3.050198
3.425787,-2.730969
6.299443,-3.916142
6.299443,-0.501261
6.238554,-3.884366
6.238554,-1.0465
6.238554,-0.732349
6.219444,-4.167412
6.219444,-3.242278
6.219444,-0.643868
0.9778399999999996,-5.726667
0.9778399999999996,-5.581162
0.9778399999999996,-4.705456
0.9778399999999996,-4.589148
2.0819669999999997,-5.527661
2.0819669999999997,-5.11041
2.0819669999999997,-4.171582
2.0819669999999997,-3.78978
2.0819669999999997,-3.259409
1.17793,-5.645297
1.17793,-5.679257
0.4880710000000006,-6.276756
0.4880710000000006,-6.141565
0.4880710000000006,-6.280855
0.4880710000000006,-6.02131
0.4880710000000006,-6.275934
2.108751,-6.12668
2.108751,-5.610067
2.108751,-5.280409
2.108751,-4.919842
0.1773819999999997,-5.903124
0.1773819999999997,-5.989886
0.1773819999999997,-5.773535
0.1773819999999997,-5.839985
0.9520569999999999,-5.816476
0.9520569999999999,-5.729789
0.9520569999999999,-5.37759
0.9520569999999999,-4.724655
0.9520569999999999,-4.523162
2.8204819999999997,-5.158943
2.8204819999999997,-4.552305
2.8204819999999997,-3.487682
2.826486000000001,-6.417935
2.826486000000001,-7.141547
2.826486000000001,-6.28249
2.826486000000001,-7.153635
2.826486000000001,-7.582378
0.1650330000000002,-6.139099
0.1650330000000002,-6.845617
0.1650330000000002,-6.845617
0.1650330000000002,-6.621754
0.1650330000000002,-6.28548
1.3053239999999997,-5.817846
1.3053239999999997,-5.36524
1.3053239999999997,-4.853373
1.3053239999999997,-4.517036
1.3053239999999997,-4.33572
2.523684,-5.649957
2.523684,-5.17965
2.523684,-4.15412
2.523684,-3.360768
2.523684,-2.800297
0.03761900000000029,-5.715729
0.03761900000000029,-6.389707
0.03761900000000029,-5.540312
0.03670400000000029,-6.143205
0.03670400000000029,-5.913316
0.03670400000000029,-5.64034
0.03670400000000029,-5.645846
2.6589889999999996,-5.816202
2.6589889999999996,-5.729241
2.6589889999999996,-4.858826
2.6589889999999996,-3.741216
2.6589889999999996,-3.235178
5.4819119999999995,-5.430715
5.4819119999999995,-4.363534
5.4819119999999995,-2.360545
5.39734,-3.946229
5.39734,-1.089964
1.6468349999999998,-5.643922
1.6468349999999998,-5.062088
1.6468349999999998,-4.881352
5.336450999999999,-3.903468
5.336450999999999,-1.155587
5.336450999999999,-0.612287
5.317341,-4.029634
1.104127,-4.287044
1.104127,-4.148319
1.104127,-3.862523
1.104127,-3.261645
0.7074790000000002,-4.480968
0.7074790000000002,-4.553984
0.7074790000000002,-4.690312
0.7074790000000002,-5.329129
0.6471970000000002,-4.445554
0.6471970000000002,-4.394394
0.6471970000000002,-4.499743
0.6471970000000002,-4.907785
0.6471970000000002,-4.937311
1.2812700000000001,-4.23871
1.2812700000000001,-4.574934
1.2812700000000001,-4.520704
1.2812700000000001,-4.87077
0.20009000000000032,-4.360309
0.20009000000000032,-4.554309
0.20009000000000032,-4.910068
0.20009000000000032,-5.27835
0.20009000000000032,-5.456118
2.416523,-4.406677
2.416523,-4.29172
2.416523,-4.00232
0.18728999999999996,-4.303362
0.18728999999999996,-4.189545
0.18728999999999996,-4.45384
1.4659110000000002,-4.57745
1.4659110000000002,-4.841918
1.4659110000000002,-4.987014
1.4659110000000002,-5.726224
1.4659110000000002,-5.908749
0.8787669999999999,-4.585031
0.8787669999999999,-4.564656
0.8787669999999999,-5.030002
0.8787669999999999,-5.355839
0.8787669999999999,-5.583828
0.13012699999999988,-4.443549
0.13012699999999988,-4.425197
0.13012699999999988,-4.496521
0.13012699999999988,-4.592017
0.13012699999999988,-4.865272
