average_dG,dGij,slope,r_squared
-4.998956,-5.482318,0.8410924415024891,0.5639181114394239
-4.368437,-6.001961,0.8410924415024891,0.5639181114394239
-4.368437,-6.001402,0.8410924415024891,0.5639181114394239
-4.368437,-5.109531,0.8410924415024891,0.5639181114394239
-4.946784,-5.112421,0.8410924415024891,0.5639181114394239
-4.946784,-4.913067,0.8410924415024891,0.5639181114394239
-4.946784,-4.681797,0.8410924415024891,0.5639181114394239
-4.946784,-4.605357,0.8410924415024891,0.5639181114394239
-4.946784,-4.726495,0.8410924415024891,0.5639181114394239
-4.0125715,-5.600057,0.8410924415024891,0.5639181114394239
-4.0125715,-5.025261,0.8410924415024891,0.5639181114394239
-4.0125715,-4.193403,0.8410924415024891,0.5639181114394239
-4.0125715,-3.813047,0.8410924415024891,0.5639181114394239
-4.0125715,-3.473173,0.8410924415024891,0.5639181114394239
-6.8360555000000005,-5.757184,0.8410924415024891,0.5639181114394239
-6.8360555000000005,-5.636908,0.8410924415024891,0.5639181114394239
-5.505329,-5.539178,0.8410924415024891,0.5639181114394239
-5.505329,-5.699777,0.8410924415024891,0.5639181114394239
-5.505329,-5.703156,0.8410924415024891,0.5639181114394239
-5.505329,-5.911121,0.8410924415024891,0.5639181114394239
-5.505329,-6.004618,0.8410924415024891,0.5639181114394239
-4.7701505,-5.211894,0.8410924415024891,0.5639181114394239
-4.7701505,-4.612745,0.8410924415024891,0.5639181114394239
-4.7701505,-4.482663,0.8410924415024891,0.5639181114394239
-4.7701505,-4.414917,0.8410924415024891,0.5639181114394239
-4.7701505,-4.064403,0.8410924415024891,0.5639181114394239
-4.1609705,-4.66109,0.8410924415024891,0.5639181114394239
-4.1609705,-3.98541,0.8410924415024891,0.5639181114394239
-4.1609705,-3.366257,0.8410924415024891,0.5639181114394239
-4.1609705,-2.871759,0.8410924415024891,0.5639181114394239
-5.441622000000001,-5.863304,0.8410924415024891,0.5639181114394239
-5.441622000000001,-5.698083,0.8410924415024891,0.5639181114394239
-5.441622000000001,-5.699777,0.8410924415024891,0.5639181114394239
-5.441622000000001,-5.470097,0.8410924415024891,0.5639181114394239
-5.441622000000001,-5.98819,0.8410924415024891,0.5639181114394239
-5.4411645,-5.604931,0.8410924415024891,0.5639181114394239
-5.4411645,-5.295553,0.8410924415024891,0.5639181114394239
-5.4411645,-5.630629,0.8410924415024891,0.5639181114394239
-5.4411645,-5.904231,0.8410924415024891,0.5639181114394239
-5.4411645,-5.813181,0.8410924415024891,0.5639181114394239
-4.093318,-4.228459,0.8410924415024891,0.5639181114394239
-4.093318,-3.84915,0.8410924415024891,0.5639181114394239
-4.093318,-2.986888,0.8410924415024891,0.5639181114394239
-2.7241425,-5.869336,0.8410924415024891,0.5639181114394239
-2.7241425,-4.220817,0.8410924415024891,0.5639181114394239
-4.599395,-5.400442,0.8410924415024891,0.5639181114394239
-4.599395,-5.227804,0.8410924415024891,0.5639181114394239
-4.599395,-5.264482,0.8410924415024891,0.5639181114394239
-4.599395,-4.882619,0.8410924415024891,0.5639181114394239
-4.599395,-4.952771,0.8410924415024891,0.5639181114394239
-2.7545870000000003,-3.680785,0.8410924415024891,0.5639181114394239
-2.7545870000000003,-1.5088,0.8410924415024891,0.5639181114394239
-2.7545870000000003,-0.568955,0.8410924415024891,0.5639181114394239
-2.764142,-3.662822,0.8410924415024891,0.5639181114394239
-2.764142,-0.71104,0.8410924415024891,0.5639181114394239
-4.558155,-4.652886,0.8410924415024891,0.5639181114394239
-4.558155,-4.972463,0.8410924415024891,0.5639181114394239
-4.558155,-5.109643,0.8410924415024891,0.5639181114394239
-4.558155,-5.496378,0.8410924415024891,0.5639181114394239
-4.558155,-6.136628,0.8410924415024891,0.5639181114394239
-4.069235,-4.312479,0.8410924415024891,0.5639181114394239
-4.069235,-4.287886,0.8410924415024891,0.5639181114394239
-4.069235,-4.489999,0.8410924415024891,0.5639181114394239
-4.069235,-4.291518,0.8410924415024891,0.5639181114394239
-3.5171715,-3.909227,0.8410924415024891,0.5639181114394239
-3.5171715,-3.775759,0.8410924415024891,0.5639181114394239
-3.5171715,-3.530416,0.8410924415024891,0.5639181114394239
-3.5171715,-3.464481,0.8410924415024891,0.5639181114394239
-3.5171715,-3.194053,0.8410924415024891,0.5639181114394239
-4.8021905,-4.647563,0.8410924415024891,0.5639181114394239
-4.8021905,-4.882481,0.8410924415024891,0.5639181114394239
-4.8021905,-5.635635,0.8410924415024891,0.5639181114394239
-4.8021905,-6.015544,0.8410924415024891,0.5639181114394239
-4.8021905,-5.814006,0.8410924415024891,0.5639181114394239
-4.0821265,-4.256695,0.8410924415024891,0.5639181114394239
-4.0821265,-4.438518,0.8410924415024891,0.5639181114394239
-4.0821265,-4.347355,0.8410924415024891,0.5639181114394239
-4.0821265,-4.479838,0.8410924415024891,0.5639181114394239
-4.0821265,-4.548158,0.8410924415024891,0.5639181114394239
-3.147914,-3.569774,0.8410924415024891,0.5639181114394239
-3.147914,-3.274962,0.8410924415024891,0.5639181114394239
-3.147914,-3.266794,0.8410924415024891,0.5639181114394239
-5.971398000000001,-4.558641,0.8410924415024891,0.5639181114394239
-5.971398000000001,-6.27566,0.8410924415024891,0.5639181114394239
-4.6406715,-4.431251,0.8410924415024891,0.5639181114394239
-4.6406715,-4.734039,0.8410924415024891,0.5639181114394239
-4.6406715,-5.069329,0.8410924415024891,0.5639181114394239
-4.6406715,-5.819487,0.8410924415024891,0.5639181114394239
-4.6406715,-6.134362,0.8410924415024891,0.5639181114394239
-3.905493,-4.356238,0.8410924415024891,0.5639181114394239
-3.905493,-4.323929,0.8410924415024891,0.5639181114394239
-3.905493,-4.22143,0.8410924415024891,0.5639181114394239
-3.905493,-4.198321,0.8410924415024891,0.5639181114394239
-3.905493,-4.324037,0.8410924415024891,0.5639181114394239
-3.296313,-3.699403,0.8410924415024891,0.5639181114394239
-3.296313,-3.809518,0.8410924415024891,0.5639181114394239
-3.296313,-3.401033,0.8410924415024891,0.5639181114394239
-3.296313,-2.855961,0.8410924415024891,0.5639181114394239
-3.296313,-2.587595,0.8410924415024891,0.5639181114394239
-3.2286605,-3.83724,0.8410924415024891,0.5639181114394239
-3.2286605,-3.556109,0.8410924415024891,0.5639181114394239
-3.2286605,-3.124431,0.8410924415024891,0.5639181114394239
-3.2286605,-3.123546,0.8410924415024891,0.5639181114394239
-3.2286605,-2.815855,0.8410924415024891,0.5639181114394239
-1.859485,-3.370068,0.8410924415024891,0.5639181114394239
-1.859485,-2.705664,0.8410924415024891,0.5639181114394239
-1.859485,0.0,0.8410924415024891,0.5639181114394239
-3.7347375,-4.210531,0.8410924415024891,0.5639181114394239
-3.7347375,-3.89514,0.8410924415024891,0.5639181114394239
-3.7347375,-4.38164,0.8410924415024891,0.5639181114394239
-1.8899295,-3.208842,0.8410924415024891,0.5639181114394239
-1.8899295,-0.98508,0.8410924415024891,0.5639181114394239
-1.8899295,-0.67952,0.8410924415024891,0.5639181114394239
-1.8994845,-3.235116,0.8410924415024891,0.5639181114394239
-1.8994845,-2.844988,0.8410924415024891,0.5639181114394239
-5.4915875,-5.205814,0.8410924415024891,0.5639181114394239
-5.4915875,-4.556132,0.8410924415024891,0.5639181114394239
-5.4915875,-4.572675,0.8410924415024891,0.5639181114394239
-5.504479,-5.646885,0.8410924415024891,0.5639181114394239
-5.504479,-5.24971,0.8410924415024891,0.5639181114394239
-5.504479,-5.155902,0.8410924415024891,0.5639181114394239
-5.504479,-4.525307,0.8410924415024891,0.5639181114394239
-5.504479,-4.690738,0.8410924415024891,0.5639181114394239
-4.5702665,-4.866316,0.8410924415024891,0.5639181114394239
-4.5702665,-3.426037,0.8410924415024891,0.5639181114394239
-6.063024,-6.277577,0.8410924415024891,0.5639181114394239
-6.063024,-5.901462,0.8410924415024891,0.5639181114394239
-6.063024,-5.900352,0.8410924415024891,0.5639181114394239
-6.063024,-6.123547,0.8410924415024891,0.5639181114394239
-6.063024,-6.438049,0.8410924415024891,0.5639181114394239
-5.3278455000000005,-5.34356,0.8410924415024891,0.5639181114394239
-5.3278455000000005,-4.878414,0.8410924415024891,0.5639181114394239
-5.3278455000000005,-4.349185,0.8410924415024891,0.5639181114394239
-4.7186655,-5.640521,0.8410924415024891,0.5639181114394239
-4.7186655,-4.718612,0.8410924415024891,0.5639181114394239
-4.7186655,-3.678502,0.8410924415024891,0.5639181114394239
-4.7186655,-3.050198,0.8410924415024891,0.5639181114394239
-4.7186655,-2.730969,0.8410924415024891,0.5639181114394239
-3.2818375,-3.916142,0.8410924415024891,0.5639181114394239
-3.2818375,-0.501261,0.8410924415024891,0.5639181114394239
-3.312282,-3.884366,0.8410924415024891,0.5639181114394239
-3.312282,-1.0465,0.8410924415024891,0.5639181114394239
-3.312282,-0.732349,0.8410924415024891,0.5639181114394239
-3.321837,-4.167412,0.8410924415024891,0.5639181114394239
-3.321837,-3.242278,0.8410924415024891,0.5639181114394239
-3.321837,-0.643868,0.8410924415024891,0.5639181114394239
-5.0405359999999995,-5.726667,0.8410924415024891,0.5639181114394239
-5.0405359999999995,-5.581162,0.8410924415024891,0.5639181114394239
-5.0405359999999995,-4.705456,0.8410924415024891,0.5639181114394239
-5.0405359999999995,-4.589148,0.8410924415024891,0.5639181114394239
-4.4884725,-5.527661,0.8410924415024891,0.5639181114394239
-4.4884725,-5.11041,0.8410924415024891,0.5639181114394239
-4.4884725,-4.171582,0.8410924415024891,0.5639181114394239
-4.4884725,-3.78978,0.8410924415024891,0.5639181114394239
-4.4884725,-3.259409,0.8410924415024891,0.5639181114394239
-4.940491,-5.645297,0.8410924415024891,0.5639181114394239
-4.940491,-5.679257,0.8410924415024891,0.5639181114394239
-5.7734915,-6.276756,0.8410924415024891,0.5639181114394239
-5.7734915,-6.141565,0.8410924415024891,0.5639181114394239
-5.7734915,-6.280855,0.8410924415024891,0.5639181114394239
-5.7734915,-6.02131,0.8410924415024891,0.5639181114394239
-5.7734915,-6.275934,0.8410924415024891,0.5639181114394239
-4.4750805,-6.12668,0.8410924415024891,0.5639181114394239
-4.4750805,-5.610067,0.8410924415024891,0.5639181114394239
-4.4750805,-5.280409,0.8410924415024891,0.5639181114394239
-4.4750805,-4.919842,0.8410924415024891,0.5639181114394239
-5.440765,-5.903124,0.8410924415024891,0.5639181114394239
-5.440765,-5.989886,0.8410924415024891,0.5639181114394239
-5.440765,-5.773535,0.8410924415024891,0.5639181114394239
-5.440765,-5.839985,0.8410924415024891,0.5639181114394239
-5.0534275,-5.816476,0.8410924415024891,0.5639181114394239
-5.0534275,-5.729789,0.8410924415024891,0.5639181114394239
-5.0534275,-5.37759,0.8410924415024891,0.5639181114394239
-5.0534275,-4.724655,0.8410924415024891,0.5639181114394239
-5.0534275,-4.523162,0.8410924415024891,0.5639181114394239
-4.119215,-5.158943,0.8410924415024891,0.5639181114394239
-4.119215,-4.552305,0.8410924415024891,0.5639181114394239
-4.119215,-3.487682,0.8410924415024891,0.5639181114394239
-6.942699,-6.417935,0.8410924415024891,0.5639181114394239
-6.942699,-7.141547,0.8410924415024891,0.5639181114394239
-6.942699,-6.28249,0.8410924415024891,0.5639181114394239
-6.942699,-7.153635,0.8410924415024891,0.5639181114394239
-6.942699,-7.582378,0.8410924415024891,0.5639181114394239
-5.6119725,-6.139099,0.8410924415024891,0.5639181114394239
-5.6119725,-6.845617,0.8410924415024891,0.5639181114394239
-5.6119725,-6.845617,0.8410924415024891,0.5639181114394239
-5.6119725,-6.621754,0.8410924415024891,0.5639181114394239
-5.6119725,-6.28548,0.8410924415024891,0.5639181114394239
-4.876794,-5.817846,0.8410924415024891,0.5639181114394239
-4.876794,-5.36524,0.8410924415024891,0.5639181114394239
-4.876794,-4.853373,0.8410924415024891,0.5639181114394239
-4.876794,-4.517036,0.8410924415024891,0.5639181114394239
-4.876794,-4.33572,0.8410924415024891,0.5639181114394239
-4.267614,-5.649957,0.8410924415024891,0.5639181114394239
-4.267614,-5.17965,0.8410924415024891,0.5639181114394239
-4.267614,-4.15412,0.8410924415024891,0.5639181114394239
-4.267614,-3.360768,0.8410924415024891,0.5639181114394239
-4.267614,-2.800297,0.8410924415024891,0.5639181114394239
-5.548265499999999,-5.715729,0.8410924415024891,0.5639181114394239
-5.548265499999999,-6.389707,0.8410924415024891,0.5639181114394239
-5.548265499999999,-5.540312,0.8410924415024891,0.5639181114394239
-5.547808,-6.143205,0.8410924415024891,0.5639181114394239
-5.547808,-5.913316,0.8410924415024891,0.5639181114394239
-5.547808,-5.64034,0.8410924415024891,0.5639181114394239
-5.547808,-5.645846,0.8410924415024891,0.5639181114394239
-4.1999615,-5.816202,0.8410924415024891,0.5639181114394239
-4.1999615,-5.729241,0.8410924415024891,0.5639181114394239
-4.1999615,-4.858826,0.8410924415024891,0.5639181114394239
-4.1999615,-3.741216,0.8410924415024891,0.5639181114394239
-4.1999615,-3.235178,0.8410924415024891,0.5639181114394239
-2.7885,-5.430715,0.8410924415024891,0.5639181114394239
-2.7885,-4.363534,0.8410924415024891,0.5639181114394239
-2.7885,-2.360545,0.8410924415024891,0.5639181114394239
-2.830786,-3.946229,0.8410924415024891,0.5639181114394239
-2.830786,-1.089964,0.8410924415024891,0.5639181114394239
-4.7060385,-5.643922,0.8410924415024891,0.5639181114394239
-4.7060385,-5.062088,0.8410924415024891,0.5639181114394239
-4.7060385,-4.881352,0.8410924415024891,0.5639181114394239
-2.8612305,-3.903468,0.8410924415024891,0.5639181114394239
-2.8612305,-1.155587,0.8410924415024891,0.5639181114394239
-2.8612305,-0.612287,0.8410924415024891,0.5639181114394239
-2.8707854999999998,-4.029634,0.8410924415024891,0.5639181114394239
-3.9995525,-4.287044,0.8410924415024891,0.5639181114394239
-3.9995525,-4.148319,0.8410924415024891,0.5639181114394239
-3.9995525,-3.862523,0.8410924415024891,0.5639181114394239
-3.9995525,-3.261645,0.8410924415024891,0.5639181114394239
-4.905355500000001,-4.480968,0.8410924415024891,0.5639181114394239
-4.905355500000001,-4.553984,0.8410924415024891,0.5639181114394239
-4.905355500000001,-4.690312,0.8410924415024891,0.5639181114394239
-4.905355500000001,-5.329129,0.8410924415024891,0.5639181114394239
-4.8752145,-4.445554,0.8410924415024891,0.5639181114394239
-4.8752145,-4.394394,0.8410924415024891,0.5639181114394239
-4.8752145,-4.499743,0.8410924415024891,0.5639181114394239
-4.8752145,-4.907785,0.8410924415024891,0.5639181114394239
-4.8752145,-4.937311,0.8410924415024891,0.5639181114394239
-5.192251000000001,-4.23871,0.8410924415024891,0.5639181114394239
-5.192251000000001,-4.574934,0.8410924415024891,0.5639181114394239
-5.192251000000001,-4.520704,0.8410924415024891,0.5639181114394239
-5.192251000000001,-4.87077,0.8410924415024891,0.5639181114394239
-4.4515709999999995,-4.360309,0.8410924415024891,0.5639181114394239
-4.4515709999999995,-4.554309,0.8410924415024891,0.5639181114394239
-4.4515709999999995,-4.910068,0.8410924415024891,0.5639181114394239
-4.4515709999999995,-5.27835,0.8410924415024891,0.5639181114394239
-4.4515709999999995,-5.456118,0.8410924415024891,0.5639181114394239
-3.3433545000000002,-4.406677,0.8410924415024891,0.5639181114394239
-3.3433545000000002,-4.29172,0.8410924415024891,0.5639181114394239
-3.3433545000000002,-4.00232,0.8410924415024891,0.5639181114394239
-4.645261,-4.303362,0.8410924415024891,0.5639181114394239
-4.645261,-4.189545,0.8410924415024891,0.5639181114394239
-4.645261,-4.45384,0.8410924415024891,0.5639181114394239
-5.2845715,-4.57745,0.8410924415024891,0.5639181114394239
-5.2845715,-4.841918,0.8410924415024891,0.5639181114394239
-5.2845715,-4.987014,0.8410924415024891,0.5639181114394239
-5.2845715,-5.726224,0.8410924415024891,0.5639181114394239
-5.2845715,-5.908749,0.8410924415024891,0.5639181114394239
-4.9909995,-4.585031,0.8410924415024891,0.5639181114394239
-4.9909995,-4.564656,0.8410924415024891,0.5639181114394239
-4.9909995,-5.030002,0.8410924415024891,0.5639181114394239
-4.9909995,-5.355839,0.8410924415024891,0.5639181114394239
-4.9909995,-5.583828,0.8410924415024891,0.5639181114394239
-4.6166795,-4.443549,0.8410924415024891,0.5639181114394239
-4.6166795,-4.425197,0.8410924415024891,0.5639181114394239
-4.6166795,-4.496521,0.8410924415024891,0.5639181114394239
-4.6166795,-4.592017,0.8410924415024891,0.5639181114394239
-4.6166795,-4.865272,0.8410924415024891,0.5639181114394239
-3.9861605,-4.261899,0.8410924415024891,0.5639181114394239
-3.9861605,-4.494188,0.8410924415024891,0.5639181114394239
-3.9861605,-4.877865,0.8410924415024891,0.5639181114394239
-3.9861605,-4.776383,0.8410924415024891,0.5639181114394239
-3.9861605,-5.100517,0.8410924415024891,0.5639181114394239
-4.9518450000000005,-4.189654,0.8410924415024891,0.5639181114394239
-4.9518450000000005,-4.295117,0.8410924415024891,0.5639181114394239
-4.9518450000000005,-4.459648,0.8410924415024891,0.5639181114394239
-4.9518450000000005,-4.44691,0.8410924415024891,0.5639181114394239
-4.9518450000000005,-4.745989,0.8410924415024891,0.5639181114394239
-4.5645074999999995,-4.456642,0.8410924415024891,0.5639181114394239
-4.5645074999999995,-4.418013,0.8410924415024891,0.5639181114394239
-4.5645074999999995,-4.391561,0.8410924415024891,0.5639181114394239
-4.5645074999999995,-4.543582,0.8410924415024891,0.5639181114394239
-3.6302950000000003,-4.327033,0.8410924415024891,0.5639181114394239
-3.6302950000000003,-4.320228,0.8410924415024891,0.5639181114394239
-3.6302950000000003,-3.99694,0.8410924415024891,0.5639181114394239
-3.6302950000000003,-3.368482,0.8410924415024891,0.5639181114394239
-3.6302950000000003,-3.356046,0.8410924415024891,0.5639181114394239
-6.453779000000001,-4.899876,0.8410924415024891,0.5639181114394239
-6.453779000000001,-5.00408,0.8410924415024891,0.5639181114394239
-6.453779000000001,-5.912494,0.8410924415024891,0.5639181114394239
-6.453779000000001,-6.625306,0.8410924415024891,0.5639181114394239
-5.1230525,-4.618498,0.8410924415024891,0.5639181114394239
-5.1230525,-4.647048,0.8410924415024891,0.5639181114394239
-5.1230525,-4.854087,0.8410924415024891,0.5639181114394239
-5.1230525,-5.437648,0.8410924415024891,0.5639181114394239
-5.1230525,-5.913811,0.8410924415024891,0.5639181114394239
-4.387874,-4.220139,0.8410924415024891,0.5639181114394239
-4.387874,-4.158902,0.8410924415024891,0.5639181114394239
-4.387874,-4.188629,0.8410924415024891,0.5639181114394239
-3.7786939999999998,-4.14131,0.8410924415024891,0.5639181114394239
-3.7786939999999998,-3.770774,0.8410924415024891,0.5639181114394239
-3.7786939999999998,-3.579984,0.8410924415024891,0.5639181114394239
-3.7786939999999998,-2.984739,0.8410924415024891,0.5639181114394239
-3.7786939999999998,-2.652627,0.8410924415024891,0.5639181114394239
-5.0593455,-4.288867,0.8410924415024891,0.5639181114394239
-5.0593455,-4.323022,0.8410924415024891,0.5639181114394239
-5.0593455,-4.670684,0.8410924415024891,0.5639181114394239
-5.0593455,-4.991524,0.8410924415024891,0.5639181114394239
-5.0593455,-5.711556,0.8410924415024891,0.5639181114394239
-5.058888,-4.47701,0.8410924415024891,0.5639181114394239
-5.058888,-4.487878,0.8410924415024891,0.5639181114394239
-5.058888,-4.683969,0.8410924415024891,0.5639181114394239
-5.058888,-5.035907,0.8410924415024891,0.5639181114394239
-5.058888,-5.326458,0.8410924415024891,0.5639181114394239
-3.7110415000000003,-4.111874,0.8410924415024891,0.5639181114394239
-3.7110415000000003,-3.990175,0.8410924415024891,0.5639181114394239
-3.7110415000000003,-3.526898,0.8410924415024891,0.5639181114394239
-3.7110415000000003,-3.027969,0.8410924415024891,0.5639181114394239
-3.7110415000000003,-3.203793,0.8410924415024891,0.5639181114394239
-2.29958,-4.380268,0.8410924415024891,0.5639181114394239
-2.29958,-4.498909,0.8410924415024891,0.5639181114394239
-2.29958,-3.983865,0.8410924415024891,0.5639181114394239
-2.29958,-3.042058,0.8410924415024891,0.5639181114394239
-2.29958,-2.738473,0.8410924415024891,0.5639181114394239
-2.341866,-4.634846,0.8410924415024891,0.5639181114394239
-2.341866,-3.317542,0.8410924415024891,0.5639181114394239
-4.2171185,-4.546886,0.8410924415024891,0.5639181114394239
-4.2171185,-4.176848,0.8410924415024891,0.5639181114394239
-2.3723105,-0.802277,0.8410924415024891,0.5639181114394239
-2.3818655,-3.438156,0.8410924415024891,0.5639181114394239
-2.3818655,-0.235337,0.8410924415024891,0.5639181114394239
-4.353292,-3.296983,0.8410924415024891,0.5639181114394239
-4.353292,-3.49841,0.8410924415024891,0.5639181114394239
-4.353292,-3.821132,0.8410924415024891,0.5639181114394239
-4.353292,-4.453917,0.8410924415024891,0.5639181114394239
-4.353292,-4.854245,0.8410924415024891,0.5639181114394239
-4.323151,-3.223936,0.8410924415024891,0.5639181114394239
-4.323151,-3.504354,0.8410924415024891,0.5639181114394239
-4.323151,-3.795755,0.8410924415024891,0.5639181114394239
-4.323151,-4.230189,0.8410924415024891,0.5639181114394239
-4.323151,-5.054221,0.8410924415024891,0.5639181114394239
-4.6401875,-3.190749,0.8410924415024891,0.5639181114394239
-4.6401875,-3.320894,0.8410924415024891,0.5639181114394239
-4.6401875,-3.4852,0.8410924415024891,0.5639181114394239
-4.6401875,-4.100709,0.8410924415024891,0.5639181114394239
-4.6401875,-5.008008,0.8410924415024891,0.5639181114394239
-3.8995075,-3.329889,0.8410924415024891,0.5639181114394239
-3.8995075,-3.538505,0.8410924415024891,0.5639181114394239
-3.8995075,-3.859207,0.8410924415024891,0.5639181114394239
-3.8995075,-4.67649,0.8410924415024891,0.5639181114394239
-3.8995075,-4.758536,0.8410924415024891,0.5639181114394239
-2.791291,-3.326758,0.8410924415024891,0.5639181114394239
-2.791291,-3.497312,0.8410924415024891,0.5639181114394239
-2.791291,-3.874682,0.8410924415024891,0.5639181114394239
-4.0931975000000005,-3.093569,0.8410924415024891,0.5639181114394239
